match_id,match,bowlingTeam,bowlerName,overs,maiden,runs,wickets,economy,0s,4s,6s,wides,noBalls
T208597,RCB Vs KKR,RCB,GeorgeGarton,3.0,0,29,0,9.66,4,3,1,0,0
T208597,RCB Vs KKR,RCB,HarshalPatel,4.0,0,19,2,4.75,10,1,0,1,0
T208597,RCB Vs KKR,RCB,YuzvendraChahal,4.0,0,16,2,4.0,8,0,0,0,0
T208597,RCB Vs KKR,RCB,GlennMaxwell,3.0,0,25,0,8.33,4,2,1,0,0
T208597,RCB Vs KKR,RCB,DanChristian,1.4,0,29,0,17.4,1,1,3,2,0
T201819,Capitals Vs Super Kings,Super Kings,DeepakChahar,3.0,0,26,0,8.66,5,4,0,1,0
T201819,Capitals Vs Super Kings,Super Kings,JoshHazlewood,4.0,0,29,2,7.25,13,4,1,0,0
T201819,Capitals Vs Super Kings,Super Kings,ShardulThakur,3.0,0,36,0,12.0,5,1,3,2,0
T201819,Capitals Vs Super Kings,Super Kings,RavindraJadeja,3.0,0,23,1,7.66,4,3,0,0,0
T201819,Capitals Vs Super Kings,Super Kings,MoeenAli,4.0,0,27,1,6.75,5,0,1,1,0
T201819,Capitals Vs Super Kings,Super Kings,DwayneBravo,3.0,0,31,1,10.33,4,3,1,2,0
T201819,Capitals Vs Super Kings,Capitals,AnrichNortje,4.0,0,31,1,7.75,7,4,0,0,0
T201819,Capitals Vs Super Kings,Capitals,AveshKhan,4.0,0,47,1,11.75,8,5,3,1,0
T201819,Capitals Vs Super Kings,Capitals,KagisoRabada,3.0,0,23,0,7.66,5,1,1,0,0
T201819,Capitals Vs Super Kings,Capitals,AxarPatel,3.0,0,23,0,7.66,7,2,1,0,0
T201819,Capitals Vs Super Kings,Capitals,TomCurran,3.4,0,29,3,7.9,6,3,0,2,0
T201819,Capitals Vs Super Kings,Capitals,RavichandranAshwin,2.0,0,19,0,9.5,0,2,0,0,0
T205942,Capitals Vs RCB,RCB,GlennMaxwell,3.0,0,29,0,9.66,3,2,1,2,0
T205942,Capitals Vs RCB,RCB,MohammedSiraj,4.0,0,25,2,6.25,11,4,0,0,0
T205942,Capitals Vs RCB,RCB,GeorgeGarton,3.0,0,20,0,6.66,6,2,0,0,1
T205942,Capitals Vs RCB,RCB,YuzvendraChahal,4.0,0,34,1,8.5,5,1,2,0,0
T205942,Capitals Vs RCB,RCB,HarshalPatel,4.0,0,34,1,8.5,8,1,2,3,0
T205942,Capitals Vs RCB,RCB,DanChristian,2.0,0,19,1,9.5,5,2,1,0,0
T205942,Capitals Vs RCB,Capitals,AnrichNortje,4.0,0,24,2,6.0,9,2,0,1,0
T205942,Capitals Vs RCB,Capitals,AveshKhan,4.0,0,31,0,7.75,11,2,1,2,0
T205942,Capitals Vs RCB,Capitals,AxarPatel,4.0,0,39,1,9.75,8,4,2,0,0
T205942,Capitals Vs RCB,Capitals,KagisoRabada,4.0,0,37,0,9.25,4,3,1,0,0
T205942,Capitals Vs RCB,Capitals,RavichandranAshwin,1.0,0,11,0,11.0,1,0,1,0,0
T205942,Capitals Vs RCB,Capitals,RipalPatel,3.0,0,22,0,7.33,5,2,0,2,0
T201979,Mumbai Vs Sunrisers,Sunrisers,MohammadNabi,3.0,0,33,0,11.0,3,4,1,0,0
T201979,Mumbai Vs Sunrisers,Sunrisers,SiddarthKaul,4.0,0,56,0,14.0,5,10,1,0,0
T201979,Mumbai Vs Sunrisers,Sunrisers,JasonHolder,4.0,0,52,4,13.0,9,6,2,3,0
T201979,Mumbai Vs Sunrisers,Sunrisers,UmranMalik,4.0,0,48,1,12.0,7,8,1,1,0
T201979,Mumbai Vs Sunrisers,Sunrisers,RashidKhan,4.0,0,40,2,10.0,5,2,3,0,0
T201979,Mumbai Vs Sunrisers,Sunrisers,AbhishekSharma,1.0,0,4,2,4.0,4,0,0,1,0
T201979,Mumbai Vs Sunrisers,Mumbai,TrentBoult,4.0,0,30,1,7.5,8,4,0,0,0
T201979,Mumbai Vs Sunrisers,Mumbai,JaspritBumrah,4.0,0,39,2,9.75,8,4,0,3,0
T201979,Mumbai Vs Sunrisers,Mumbai,PiyushChawla,4.0,0,38,1,9.5,3,3,1,0,0
T201979,Mumbai Vs Sunrisers,Mumbai,NathanCoulter-Nile,4.0,0,40,2,10.0,7,6,1,0,0
T201979,Mumbai Vs Sunrisers,Mumbai,JamesNeesham,3.0,0,28,2,9.33,5,3,1,0,0
T201979,Mumbai Vs Sunrisers,Mumbai,KrunalPandya,1.0,0,16,0,16.0,1,1,1,0,1
T204179,KKR Vs Royals,Royals,JaydevUnadkat,4.0,0,35,0,8.75,8,2,2,1,0
T204179,KKR Vs Royals,Royals,ChrisMorris,4.0,0,28,1,7.0,12,2,1,3,0
T204179,KKR Vs Royals,Royals,ChetanSakariya,4.0,0,23,1,5.75,12,2,1,0,0
T204179,KKR Vs Royals,Royals,MustafizurRahman,4.0,0,31,0,7.75,8,2,1,1,0
T204179,KKR Vs Royals,Royals,ShivamDube,2.0,0,18,0,9.0,1,2,0,0,0
T204179,KKR Vs Royals,Royals,RahulTewatia,1.0,0,11,1,11.0,1,0,1,1,0
T204179,KKR Vs Royals,Royals,GlennPhillips,1.0,0,17,1,17.0,1,2,1,1,0
T204179,KKR Vs Royals,KKR,ShakibAlHasan,1.0,0,1,1,1.0,5,0,0,0,0
T204179,KKR Vs Royals,KKR,ShivamMavi,3.1,0,21,4,6.63,10,3,0,0,0
T204179,KKR Vs Royals,KKR,SunilNarine,4.0,0,30,0,7.5,12,1,3,0,0
T204179,KKR Vs Royals,KKR,LockieFerguson,4.0,0,18,3,4.5,17,3,0,0,0
T204179,KKR Vs Royals,KKR,VarunChakravarthy,4.0,0,14,1,3.5,16,0,1,0,0
T201866,Super Kings Vs Punjab Kings,Punjab Kings,MohammedShami,4.0,0,22,1,5.5,14,2,1,1,0
T201866,Super Kings Vs Punjab Kings,Punjab Kings,HarpreetBrar,4.0,0,22,0,5.5,12,2,0,2,0
T201866,Super Kings Vs Punjab Kings,Punjab Kings,ArshdeepSingh,4.0,0,35,2,8.75,6,3,1,1,0
T201866,Super Kings Vs Punjab Kings,Punjab Kings,ChrisJordan,3.0,0,20,2,6.66,6,2,0,1,0
T201866,Super Kings Vs Punjab Kings,Punjab Kings,RaviBishnoi,4.0,0,25,1,6.25,10,3,0,1,0
T201866,Super Kings Vs Punjab Kings,Punjab Kings,MoisesHenriques,1.0,0,9,0,9.0,1,1,0,1,0
T201866,Super Kings Vs Punjab Kings,Super Kings,DeepakChahar,4.0,0,48,1,12.0,5,3,3,3,0
T201866,Super Kings Vs Punjab Kings,Super Kings,JoshHazlewood,3.0,0,22,0,7.33,10,3,1,0,0
T201866,Super Kings Vs Punjab Kings,Super Kings,ShardulThakur,3.0,0,28,3,9.33,10,3,2,0,0
T201866,Super Kings Vs Punjab Kings,Super Kings,RavindraJadeja,1.0,0,9,0,9.0,2,0,1,0,0
T201866,Super Kings Vs Punjab Kings,Super Kings,DwayneBravo,2.0,0,32,0,16.0,0,0,3,2,0
T209992,Sunrisers Vs RCB,RCB,MohammedSiraj,3.0,0,17,0,5.66,11,3,0,1,0
T209992,Sunrisers Vs RCB,RCB,GeorgeGarton,2.0,0,29,1,14.5,3,4,1,2,0
T209992,Sunrisers Vs RCB,RCB,ShahbazAhmed,4.0,0,21,0,5.25,7,1,0,0,0
T209992,Sunrisers Vs RCB,RCB,HarshalPatel,4.0,0,33,3,8.25,8,4,0,0,1
T209992,Sunrisers Vs RCB,RCB,YuzvendraChahal,4.0,0,27,1,6.75,9,1,1,0,0
T209992,Sunrisers Vs RCB,RCB,DanChristian,3.0,0,14,2,4.66,8,1,0,0,0
T209992,Sunrisers Vs RCB,Sunrisers,BhuvneshwarKumar,4.0,0,25,1,6.25,11,2,1,0,0
T209992,Sunrisers Vs RCB,Sunrisers,JasonHolder,4.0,0,27,1,6.75,11,3,0,2,0
T209992,Sunrisers Vs RCB,Sunrisers,SiddarthKaul,4.0,1,24,1,6.0,12,2,1,0,0
T209992,Sunrisers Vs RCB,Sunrisers,UmranMalik,4.0,0,21,1,5.25,11,2,0,0,0
T209992,Sunrisers Vs RCB,Sunrisers,RashidKhan,4.0,0,39,1,9.75,7,3,2,0,0
T205599,Royals Vs Mumbai,Mumbai,TrentBoult,4.0,0,24,0,6.0,10,1,1,2,0
T205599,Royals Vs Mumbai,Mumbai,JayantYadav,2.0,0,17,0,8.5,6,2,1,0,0
T205599,Royals Vs Mumbai,Mumbai,JaspritBumrah,4.0,0,14,2,3.5,18,2,0,0,1
T205599,Royals Vs Mumbai,Mumbai,NathanCoulter-Nile,4.0,0,14,4,3.5,16,2,0,0,0
T205599,Royals Vs Mumbai,Mumbai,JamesNeesham,4.0,0,12,3,3.0,13,0,0,0,0
T205599,Royals Vs Mumbai,Mumbai,KieronPollard,2.0,0,9,0,4.5,3,0,0,0,0
T205599,Royals Vs Mumbai,Royals,MustafizurRahman,2.2,0,32,1,13.71,6,3,2,1,0
T205599,Royals Vs Mumbai,Royals,ChetanSakariya,3.0,1,36,1,12.0,9,3,2,0,2
T205599,Royals Vs Mumbai,Royals,ShreyasGopal,1.0,0,9,0,9.0,2,0,1,0,0
T205599,Royals Vs Mumbai,Royals,KuldipYadav,2.0,0,16,0,8.0,5,3,0,0,0
T207682,Super Kings Vs Capitals,Capitals,AnrichNortje,4.0,0,37,1,9.25,8,2,1,2,0
T207682,Super Kings Vs Capitals,Capitals,AveshKhan,4.0,0,35,1,8.75,12,5,1,2,0
T207682,Super Kings Vs Capitals,Capitals,AxarPatel,4.0,0,18,2,4.5,6,0,0,0,0
T207682,Super Kings Vs Capitals,Capitals,KagisoRabada,4.0,0,21,0,5.25,12,3,0,0,0
T207682,Super Kings Vs Capitals,Capitals,RavichandranAshwin,4.0,0,20,1,5.0,8,0,0,2,0
T207682,Super Kings Vs Capitals,Super Kings,DeepakChahar,3.0,0,34,1,11.33,9,4,2,2,0
T207682,Super Kings Vs Capitals,Super Kings,JoshHazlewood,4.0,0,27,1,6.75,10,2,1,0,0
T207682,Super Kings Vs Capitals,Super Kings,RavindraJadeja,4.0,0,28,2,7.0,10,3,0,1,0
T207682,Super Kings Vs Capitals,Super Kings,MoeenAli,3.0,0,16,0,5.33,8,0,1,0,0
T207682,Super Kings Vs Capitals,Super Kings,ShardulThakur,4.0,0,13,2,3.25,12,0,0,0,0
T207682,Super Kings Vs Capitals,Super Kings,DwayneBravo,1.4,0,20,1,12.0,4,3,0,3,0
T207430,Sunrisers Vs KKR,KKR,TimSouthee,4.0,0,26,2,6.5,9,3,0,0,0
T207430,Sunrisers Vs KKR,KKR,ShivamMavi,4.0,0,29,2,7.25,12,5,0,0,1
T207430,Sunrisers Vs KKR,KKR,VarunChakravarthy,4.0,0,26,2,6.5,13,0,3,0,0
T207430,Sunrisers Vs KKR,KKR,ShakibAlHasan,4.0,0,20,1,5.0,10,0,1,0,0
T207430,Sunrisers Vs KKR,KKR,SunilNarine,4.0,0,12,0,3.0,12,0,0,0,0
T207430,Sunrisers Vs KKR,Sunrisers,BhuvneshwarKumar,4.0,0,20,0,5.0,14,3,0,0,0
T207430,Sunrisers Vs KKR,Sunrisers,JasonHolder,4.0,0,32,2,8.0,8,5,0,0,0
T207430,Sunrisers Vs KKR,Sunrisers,UmranMalik,4.0,0,27,0,6.75,13,4,0,2,0
T207430,Sunrisers Vs KKR,Sunrisers,RashidKhan,4.0,0,23,1,5.75,13,3,0,0,0
T207430,Sunrisers Vs KKR,Sunrisers,SiddarthKaul,3.4,0,17,1,4.63,11,2,0,0,0
T207754,RCB Vs Punjab Kings,Punjab Kings,AidenMarkram,1.0,0,5,0,5.0,4,1,0,0,0
T207754,RCB Vs Punjab Kings,Punjab Kings,MohammedShami,4.0,0,39,3,9.75,6,3,2,0,0
T207754,RCB Vs Punjab Kings,Punjab Kings,ArshdeepSingh,3.0,0,42,0,14.0,6,3,3,4,0
T207754,RCB Vs Punjab Kings,Punjab Kings,RaviBishnoi,4.0,0,35,0,8.75,11,3,2,1,0
T207754,RCB Vs Punjab Kings,Punjab Kings,HarpreetBrar,4.0,0,26,0,6.5,14,0,3,0,0
T207754,RCB Vs Punjab Kings,Punjab Kings,MoisesHenriques,4.0,0,12,3,3.0,13,0,0,0,0
T207754,RCB Vs Punjab Kings,RCB,MohammedSiraj,4.0,0,33,0,8.25,9,4,1,1,0
T207754,RCB Vs Punjab Kings,RCB,GeorgeGarton,4.0,0,27,1,6.75,10,1,1,2,1
T207754,RCB Vs Punjab Kings,RCB,ShahbazAhmed,3.0,0,29,1,9.66,4,1,2,0,0
T207754,RCB Vs Punjab Kings,RCB,HarshalPatel,4.0,0,27,0,6.75,10,0,2,0,0
T207754,RCB Vs Punjab Kings,RCB,YuzvendraChahal,4.0,0,29,3,7.25,9,2,1,2,0
T207754,RCB Vs Punjab Kings,RCB,DanChristian,1.0,0,11,0,11.0,1,2,0,0,0
T205672,Super Kings Vs Royals,Royals,AkashSingh,4.0,0,39,0,9.75,7,5,1,0,0
T205672,Super Kings Vs Royals,Royals,ChetanSakariya,4.0,0,31,1,7.75,10,4,0,2,0
T205672,Super Kings Vs Royals,Royals,MustafizurRahman,4.0,0,51,0,12.75,4,3,4,1,0
T205672,Super Kings Vs Royals,Royals,RahulTewatia,4.0,0,39,3,9.75,5,2,2,2,0
T205672,Super Kings Vs Royals,Royals,MayankMarkande,3.0,0,26,0,8.66,4,2,1,0,0
T205672,Super Kings Vs Royals,Royals,GlennPhillips,1.0,0,3,0,3.0,3,0,0,0,0
T205672,Super Kings Vs Royals,Super Kings,SamCurran,4.0,0,55,0,13.75,4,5,3,2,1
T205672,Super Kings Vs Royals,Super Kings,JoshHazlewood,4.0,0,54,0,13.5,8,7,3,0,0
T205672,Super Kings Vs Royals,Super Kings,ShardulThakur,4.0,0,30,2,7.5,11,3,1,2,0
T205672,Super Kings Vs Royals,Super Kings,KMAsif,2.1,0,18,1,8.3,2,1,0,0,1
T205672,Super Kings Vs Royals,Super Kings,MoeenAli,2.2,0,23,0,9.85,4,1,2,0,0
T205672,Super Kings Vs Royals,Super Kings,RavindraJadeja,1.0,0,9,0,9.0,3,0,1,0,0
T209349,Mumbai Vs Capitals,Capitals,AnrichNortje,4.0,1,19,1,4.75,15,3,0,0,0
T209349,Mumbai Vs Capitals,Capitals,AveshKhan,4.0,0,15,3,3.75,16,2,0,1,0
T209349,Mumbai Vs Capitals,Capitals,RavichandranAshwin,4.0,0,41,1,10.25,6,2,3,2,0
T209349,Mumbai Vs Capitals,Capitals,KagisoRabada,4.0,0,33,0,8.25,9,1,2,1,1
T209349,Mumbai Vs Capitals,Capitals,AxarPatel,4.0,0,21,3,5.25,8,1,0,1,0
T209349,Mumbai Vs Capitals,Mumbai,TrentBoult,4.0,0,24,1,6.0,7,1,0,1,0
T209349,Mumbai Vs Capitals,Mumbai,JayantYadav,4.0,0,31,1,7.75,9,2,1,1,0
T209349,Mumbai Vs Capitals,Mumbai,KrunalPandya,2.1,0,18,1,8.3,5,0,2,0,0
T209349,Mumbai Vs Capitals,Mumbai,JaspritBumrah,4.0,0,29,1,7.25,10,3,1,0,0
T209349,Mumbai Vs Capitals,Mumbai,NathanCoulter-Nile,4.0,0,19,1,4.75,12,2,0,0,0
T209349,Mumbai Vs Capitals,Mumbai,KieronPollard,1.0,0,9,0,9.0,2,1,0,2,0
T201051,KKR Vs Punjab Kings,Punjab Kings,FabianAllen,4.0,0,38,0,9.5,5,3,2,0,0
T201051,KKR Vs Punjab Kings,Punjab Kings,MohammedShami,4.0,0,23,1,5.75,10,2,0,1,0
T201051,KKR Vs Punjab Kings,Punjab Kings,ArshdeepSingh,4.0,0,32,3,8.0,10,2,1,2,0
T201051,KKR Vs Punjab Kings,Punjab Kings,NathanEllis,4.0,0,46,0,11.5,4,6,1,1,0
T201051,KKR Vs Punjab Kings,Punjab Kings,RaviBishnoi,4.0,0,22,2,5.5,9,2,0,0,0
T201051,KKR Vs Punjab Kings,KKR,TimSouthee,4.0,0,40,0,10.0,5,3,2,1,0
T201051,KKR Vs Punjab Kings,KKR,ShivamMavi,4.0,0,31,1,7.75,12,4,1,0,0
T201051,KKR Vs Punjab Kings,KKR,VarunChakravarthy,4.0,0,24,2,6.0,8,1,1,0,0
T201051,KKR Vs Punjab Kings,KKR,SunilNarine,4.0,0,34,1,8.5,5,0,2,2,0
T201051,KKR Vs Punjab Kings,KKR,VenkateshIyer,2.3,0,30,1,12.0,2,0,3,0,1
T201051,KKR Vs Punjab Kings,KKR,NitishRana,1.0,0,7,0,7.0,1,0,0,0,0
T203061,Sunrisers Vs Super Kings,Super Kings,DeepakChahar,4.0,0,32,0,8.0,9,2,2,0,0
T203061,Sunrisers Vs Super Kings,Super Kings,JoshHazlewood,4.0,0,24,3,6.0,13,1,2,0,0
T203061,Sunrisers Vs Super Kings,Super Kings,ShardulThakur,4.0,0,37,1,9.25,7,4,0,1,1
T203061,Sunrisers Vs Super Kings,Super Kings,DwayneBravo,4.0,0,17,2,4.25,10,0,0,3,0
T203061,Sunrisers Vs Super Kings,Super Kings,RavindraJadeja,3.0,0,14,1,4.66,5,0,0,0,0
T203061,Sunrisers Vs Super Kings,Super Kings,MoeenAli,1.0,0,5,0,5.0,2,0,0,0,0
T203061,Sunrisers Vs Super Kings,Sunrisers,SandeepSharma,3.0,0,18,0,6.0,7,1,0,0,0
T203061,Sunrisers Vs Super Kings,Sunrisers,BhuvneshwarKumar,4.0,0,34,0,8.5,12,1,3,2,0
T203061,Sunrisers Vs Super Kings,Sunrisers,JasonHolder,4.0,0,27,3,6.75,9,3,0,0,0
T203061,Sunrisers Vs Super Kings,Sunrisers,RashidKhan,4.0,0,27,1,6.75,12,3,1,1,0
T203061,Sunrisers Vs Super Kings,Sunrisers,SiddarthKaul,2.4,0,24,0,9.0,8,2,2,0,0
T203061,Sunrisers Vs Super Kings,Sunrisers,AbhishekSharma,2.0,0,9,0,4.5,6,1,0,0,0
T204742,Royals Vs RCB,RCB,GeorgeGarton,3.0,0,30,1,10.0,9,1,3,1,0
T204742,Royals Vs RCB,RCB,MohammedSiraj,3.0,0,18,0,6.0,7,2,0,1,0
T204742,Royals Vs RCB,RCB,GlennMaxwell,2.0,0,17,0,8.5,4,1,1,0,0
T204742,Royals Vs RCB,RCB,HarshalPatel,4.0,0,34,3,8.5,10,4,1,1,0
T204742,Royals Vs RCB,RCB,DanChristian,2.0,0,21,1,10.5,3,2,1,0,0
T204742,Royals Vs RCB,RCB,YuzvendraChahal,4.0,0,18,2,4.5,11,0,1,0,0
T204742,Royals Vs RCB,RCB,ShahbazAhmed,2.0,0,10,2,5.0,2,0,0,0,0
T204742,Royals Vs RCB,Royals,ChrisMorris,4.0,0,50,0,12.5,5,6,2,0,0
T204742,Royals Vs RCB,Royals,KartikTyagi,2.0,0,23,0,11.5,3,3,0,2,0
T204742,Royals Vs RCB,Royals,ChetanSakariya,3.0,0,18,0,6.0,8,2,0,1,0
T204742,Royals Vs RCB,Royals,MustafizurRahman,3.0,0,20,2,6.66,8,2,0,0,0
T204742,Royals Vs RCB,Royals,RahulTewatia,3.0,0,23,0,7.66,4,3,0,0,0
T204742,Royals Vs RCB,Royals,MahipalLomror,2.0,0,13,0,6.5,3,1,0,1,0
T204742,Royals Vs RCB,Royals,RiyanParag,0.1,0,4,0,24.0,0,1,0,0,0
T208262,Punjab Kings Vs Mumbai,Mumbai,KrunalPandya,4.0,0,24,1,6.0,6,1,0,0,1
T208262,Punjab Kings Vs Mumbai,Mumbai,TrentBoult,3.0,0,30,0,10.0,7,4,1,1,0
T208262,Punjab Kings Vs Mumbai,Mumbai,JaspritBumrah,4.0,0,24,2,6.0,11,2,0,0,0
T208262,Punjab Kings Vs Mumbai,Mumbai,NathanCoulter-Nile,4.0,0,19,0,4.75,10,1,0,0,0
T208262,Punjab Kings Vs Mumbai,Mumbai,KieronPollard,1.0,0,8,2,8.0,2,1,0,1,0
T208262,Punjab Kings Vs Mumbai,Mumbai,RahulChahar,4.0,0,27,1,6.75,6,2,0,0,0
T208262,Punjab Kings Vs Mumbai,Punjab Kings,AidenMarkram,3.0,0,18,0,6.0,5,1,0,1,0
T208262,Punjab Kings Vs Mumbai,Punjab Kings,MohammedShami,4.0,0,42,1,10.5,9,5,2,0,0
T208262,Punjab Kings Vs Mumbai,Punjab Kings,ArshdeepSingh,4.0,0,29,0,7.25,9,2,1,1,0
T208262,Punjab Kings Vs Mumbai,Punjab Kings,RaviBishnoi,4.0,0,25,2,6.25,11,2,1,0,0
T208262,Punjab Kings Vs Mumbai,Punjab Kings,NathanEllis,3.0,0,12,1,4.0,10,1,0,0,0
T208262,Punjab Kings Vs Mumbai,Punjab Kings,HarpreetBrar,1.0,0,11,0,11.0,1,0,1,0,0
T206700,Capitals Vs KKR,KKR,SandeepWarrier,2.0,0,15,0,7.5,6,3,0,0,0
T206700,Capitals Vs KKR,KKR,TimSouthee,4.0,0,29,1,7.25,9,4,0,1,0
T206700,Capitals Vs KKR,KKR,LockieFerguson,2.0,0,10,2,5.0,6,1,0,0,0
T206700,Capitals Vs KKR,KKR,VarunChakravarthy,4.0,0,24,0,6.0,8,2,0,1,0
T206700,Capitals Vs KKR,KKR,SunilNarine,4.0,0,18,2,4.5,10,1,0,0,0
T206700,Capitals Vs KKR,KKR,VenkateshIyer,4.0,0,29,2,7.25,8,3,0,2,0
T206700,Capitals Vs KKR,Capitals,AnrichNortje,2.2,0,15,1,6.42,9,3,0,1,0
T206700,Capitals Vs KKR,Capitals,AxarPatel,3.0,0,13,0,4.33,10,0,1,0,0
T206700,Capitals Vs KKR,Capitals,RavichandranAshwin,4.0,0,24,1,6.0,10,1,1,1,0
T206700,Capitals Vs KKR,Capitals,LalitYadav,3.0,0,35,1,11.66,5,1,3,0,0
T206700,Capitals Vs KKR,Capitals,AveshKhan,3.0,0,13,3,4.33,9,1,0,0,0
T206700,Capitals Vs KKR,Capitals,KagisoRabada,3.0,1,28,1,9.33,10,2,2,0,1
T206862,Royals Vs Sunrisers,Sunrisers,SandeepSharma,3.0,0,30,1,10.0,5,4,1,0,0
T206862,Royals Vs Sunrisers,Sunrisers,BhuvneshwarKumar,4.0,1,28,1,7.0,8,3,0,1,0
T206862,Royals Vs Sunrisers,Sunrisers,JasonHolder,4.0,0,27,0,6.75,7,1,1,1,0
T206862,Royals Vs Sunrisers,Sunrisers,SiddarthKaul,4.0,0,36,2,9.0,10,3,2,0,0
T206862,Royals Vs Sunrisers,Sunrisers,RashidKhan,4.0,0,31,1,7.75,7,2,1,1,0
T206862,Royals Vs Sunrisers,Sunrisers,AbhishekSharma,1.0,0,8,0,8.0,1,1,0,0,0
T206862,Royals Vs Sunrisers,Royals,JaydevUnadkat,2.0,0,20,0,10.0,4,2,1,1,0
T206862,Royals Vs Sunrisers,Royals,ChrisMorris,3.0,0,27,0,9.0,6,4,0,0,0
T206862,Royals Vs Sunrisers,Royals,MustafizurRahman,3.3,0,26,1,7.42,11,5,0,1,0
T206862,Royals Vs Sunrisers,Royals,MahipalLomror,3.0,0,22,1,7.33,6,1,1,0,0
T206862,Royals Vs Sunrisers,Royals,RahulTewatia,3.0,0,32,0,10.66,3,3,1,2,0
T206862,Royals Vs Sunrisers,Royals,ChetanSakariya,4.0,0,32,1,8.0,7,1,1,4,0
T203043,RCB Vs Mumbai,Mumbai,TrentBoult,4.0,0,17,1,4.25,16,1,1,1,0
T203043,RCB Vs Mumbai,Mumbai,JaspritBumrah,4.0,0,36,3,9.0,12,4,2,2,0
T203043,RCB Vs Mumbai,Mumbai,AdamMilne,4.0,0,48,1,12.0,7,6,2,0,1
T203043,RCB Vs Mumbai,Mumbai,KrunalPandya,4.0,0,27,0,6.75,8,0,1,3,0
T203043,RCB Vs Mumbai,Mumbai,RahulChahar,4.0,0,33,1,8.25,11,1,3,0,0
T203043,RCB Vs Mumbai,RCB,KyleJamieson,2.0,0,22,0,11.0,3,3,0,0,1
T203043,RCB Vs Mumbai,RCB,MohammedSiraj,3.0,0,15,1,5.0,12,3,0,0,0
T203043,RCB Vs Mumbai,RCB,DanChristian,2.0,0,21,0,10.5,2,3,0,0,0
T203043,RCB Vs Mumbai,RCB,HarshalPatel,3.1,0,17,4,5.36,10,1,0,3,0
T203043,RCB Vs Mumbai,RCB,YuzvendraChahal,4.0,1,11,3,2.75,16,1,0,0,0
T203043,RCB Vs Mumbai,RCB,GlennMaxwell,4.0,0,23,2,5.75,8,0,1,1,0
T202406,KKR Vs Super Kings,Super Kings,DeepakChahar,4.0,0,32,0,8.0,8,5,0,1,0
T202406,KKR Vs Super Kings,Super Kings,SamCurran,4.0,0,56,0,14.0,5,6,3,2,1
T202406,KKR Vs Super Kings,Super Kings,JoshHazlewood,4.0,0,40,2,10.0,8,5,1,2,0
